
Database             Time                 Version
-------------------- -------------------- ------------------------------
Start: ORCL          29-MAY-2023 08:15:06 Version 21.3.0.0.0

links_v based on arcs_bacon_numbers

View created.

Network detail

Network          #Links  #Nodes    Lev Node                                                                                  Link
--------------- ------- ------- ------ ------------------------------------------------------------------------------------- -------------------------------------------------------------------------------------
Audrey Gelfund     3396     161      0 Audrey Gelfund                                                                        ROOT
                                     1 < Andy Dick                                                                           Being John Malkovich (1999)-1
                                    29                                                         < Charlie Sheen*              Being John Malkovich (1999)-713
                                    29                                                         < Chelsa Sjostrom*            Being John Malkovich (1999)-776
                                    29                                                         < Christine D. Coleman*       Being John Malkovich (1999)-838
                                    29                                                         < Christine Krejer*           Being John Malkovich (1999)-899
                                    29                                                         < Daniel Hansen*              Being John Malkovich (1999)-959
                                    29                                                         < David Fincher*              Being John Malkovich (1999)-1018
                                    29                                                         < David Wyler (I)*            Being John Malkovich (1999)-1076
                                    29                                                         < Denise Dabrowski*           Being John Malkovich (1999)-1133
                                    29                                                         < Dustin Hoffman*             Being John Malkovich (1999)-1189
                                    29                                                         < Eddie J. Low*               Being John Malkovich (1999)-1244
                                    29                                                         < Elizabeth Rivera*           Being John Malkovich (1999)-1298
                                    29                                                         < Eric Weinstein (I)*         Being John Malkovich (1999)-1351
                                    29                                                         < Erica Long*                 Being John Malkovich (1999)-1403
                                    29                                                         < Flori Wyler*                Being John Malkovich (1999)-1454
                                    29                                                         < Gary Sinise*                Being John Malkovich (1999)-1504
                                    29                                                         < Gerald Emerick*             Being John Malkovich (1999)-1553
                                    29                                                         < Greg O'Neill*               Being John Malkovich (1999)-1601
                                    29                                                         > Jacqueline Benoit           Being John Malkovich (1999)-1695
                                    30                                                           < Andy Dick*                Being John Malkovich (1999)-29
                                    30                                                           < Audrey Gelfund*           Being John Malkovich (1999)-102
                                    30                                                           < Bill M. Ryusaki*          Being John Malkovich (1999)-174
                                    30                                                           < Bill Wittman*             Being John Malkovich (1999)-245
                                    30                                                           < Brad Pitt*                Being John Malkovich (1999)-315
                                    30                                                           < Byrne Piven*              Being John Malkovich (1999)-384
                                    30                                                           < Cameron Diaz*             Being John Malkovich (1999)-452
                                    30                                                           < Carlos Jacott*            Being John Malkovich (1999)-519
                                    30                                                           < Catherine Keener*         Being John Malkovich (1999)-585
                                    30                                                           < Charlene Grimsley*        Being John Malkovich (1999)-650
                                    30                                                           < Charlie Sheen*            Being John Malkovich (1999)-714
                                    30                                                           < Chelsa Sjostrom*          Being John Malkovich (1999)-777
                                    30                                                           < Christine D. Coleman*     Being John Malkovich (1999)-839
                                    30                                                           < Christine Krejer*         Being John Malkovich (1999)-900
                                    30                                                           < Daniel Hansen*            Being John Malkovich (1999)-960
                                    30                                                           < David Fincher*            Being John Malkovich (1999)-1019
                                    30                                                           < David Wyler (I)*          Being John Malkovich (1999)-1077
                                    30                                                           < Denise Dabrowski*         Being John Malkovich (1999)-1134
                                    30                                                           < Dustin Hoffman*           Being John Malkovich (1999)-1190
                                    30                                                           < Eddie J. Low*             Being John Malkovich (1999)-1245
                                    30                                                           < Elizabeth Rivera*         Being John Malkovich (1999)-1299
                                    30                                                           < Eric Weinstein (I)*       Being John Malkovich (1999)-1352
                                    30                                                           < Erica Long*               Being John Malkovich (1999)-1404
                                    30                                                           < Flori Wyler*              Being John Malkovich (1999)-1455
                                    30                                                           < Gary Sinise*              Being John Malkovich (1999)-1505
                                    30                                                           < Gerald Emerick*           Being John Malkovich (1999)-1554
                                    30                                                           < Greg O'Neill*             Being John Malkovich (1999)-1602
                                    30                                                           < Gregory Sporleder*        Being John Malkovich (1999)-1649
                                    30                                                           > James Murray (XIII)       Being John Malkovich (1999)-1741
                                    31                                                           < Andy Dick*                Being John Malkovich (1999)-30
                                    31                                                           < Audrey Gelfund*           Being John Malkovich (1999)-103
                                    31                                                           < Bill M. Ryusaki*          Being John Malkovich (1999)-175
                                    31                                                           < Bill Wittman*             Being John Malkovich (1999)-246
                                    31                                                           < Brad Pitt*                Being John Malkovich (1999)-316
                                    31                                                           < Byrne Piven*              Being John Malkovich (1999)-385
                                    31                                                           < Cameron Diaz*             Being John Malkovich (1999)-453
                                    31                                                           < Carlos Jacott*            Being John Malkovich (1999)-520
                                    31                                                           < Catherine Keener*         Being John Malkovich (1999)-586
                                    31                                                           < Charlene Grimsley*        Being John Malkovich (1999)-651
                                    31                                                           < Charlie Sheen*            Being John Malkovich (1999)-715
                                    31                                                           < Chelsa Sjostrom*          Being John Malkovich (1999)-778
                                    31                                                           < Christine D. Coleman*     Being John Malkovich (1999)-840
                                    31                                                           < Christine Krejer*         Being John Malkovich (1999)-901
                                    31                                                           < Daniel Hansen*            Being John Malkovich (1999)-961
                                    31                                                           < David Fincher*            Being John Malkovich (1999)-1020
                                    31                                                           < David Wyler (I)*          Being John Malkovich (1999)-1078
                                    31                                                           < Denise Dabrowski*         Being John Malkovich (1999)-1135
                                    31                                                           < Dustin Hoffman*           Being John Malkovich (1999)-1191
                                    31                                                           < Eddie J. Low*             Being John Malkovich (1999)-1246
                                    31                                                           < Elizabeth Rivera*         Being John Malkovich (1999)-1300
                                    31                                                           < Eric Weinstein (I)*       Being John Malkovich (1999)-1353
                                    31                                                           < Erica Long*               Being John Malkovich (1999)-1405
                                    31                                                           < Flori Wyler*              Being John Malkovich (1999)-1456
                                    31                                                           < Gary Sinise*              Being John Malkovich (1999)-1506
                                    31                                                           < Gerald Emerick*           Being John Malkovich (1999)-1555
                                    31                                                           < Greg O'Neill*             Being John Malkovich (1999)-1603
                                    31                                                           < Gregory Sporleder*        Being John Malkovich (1999)-1650
                                    31                                                           < Isaac Hanson*             Being John Malkovich (1999)-1696
                                    31                                                           > Jayne Hess                Being John Malkovich (1999)-1786
                                    32                                                           < Andy Dick*                Being John Malkovich (1999)-31
                                    32                                                           < Audrey Gelfund*           Being John Malkovich (1999)-104
                                    32                                                           < Bill M. Ryusaki*          Being John Malkovich (1999)-176
                                    32                                                           < Bill Wittman*             Being John Malkovich (1999)-247
                                    32                                                           < Brad Pitt*                Being John Malkovich (1999)-317
                                    32                                                           < Byrne Piven*              Being John Malkovich (1999)-386
                                    32                                                           < Cameron Diaz*             Being John Malkovich (1999)-454
                                    32                                                           < Carlos Jacott*            Being John Malkovich (1999)-521
                                    32                                                           < Catherine Keener*         Being John Malkovich (1999)-587
                                    32                                                           < Charlene Grimsley*        Being John Malkovich (1999)-652
                                    32                                                           < Charlie Sheen*            Being John Malkovich (1999)-716
                                    32                                                           < Chelsa Sjostrom*          Being John Malkovich (1999)-779
                                    32                                                           < Christine D. Coleman*     Being John Malkovich (1999)-841
                                    32                                                           < Christine Krejer*         Being John Malkovich (1999)-902
                                    32                                                           < Daniel Hansen*            Being John Malkovich (1999)-962
                                    32                                                           < David Fincher*            Being John Malkovich (1999)-1021
                                    32                                                           < David Wyler (I)*          Being John Malkovich (1999)-1079
                                    32                                                           < Denise Dabrowski*         Being John Malkovich (1999)-1136
                                    32                                                           < Dustin Hoffman*           Being John Malkovich (1999)-1192
                                    32                                                           < Eddie J. Low*             Being John Malkovich (1999)-1247
                                    32                                                           < Elizabeth Rivera*         Being John Malkovich (1999)-1301
                                    32                                                           < Eric Weinstein (I)*       Being John Malkovich (1999)-1354
                                    32                                                           < Erica Long*               Being John Malkovich (1999)-1406
                                    32                                                           < Flori Wyler*              Being John Malkovich (1999)-1457
                                    32                                                           < Gary Sinise*              Being John Malkovich (1999)-1507
                                    32                                                           < Gerald Emerick*           Being John Malkovich (1999)-1556
                                    32                                                           < Greg O'Neill*             Being John Malkovich (1999)-1604
                                    32                                                           < Gregory Sporleder*        Being John Malkovich (1999)-1651
                                    32                                                           < Isaac Hanson*             Being John Malkovich (1999)-1697
                                    32                                                           < Jacqueline Benoit*        Being John Malkovich (1999)-1742
                                    32                                                           > Jeanne Diehl              Being John Malkovich (1999)-1830
                                    33                                                           < Andy Dick*                Being John Malkovich (1999)-32
                                    33                                                           < Audrey Gelfund*           Being John Malkovich (1999)-105
                                    33                                                           < Bill M. Ryusaki*          Being John Malkovich (1999)-177
                                    33                                                           < Bill Wittman*             Being John Malkovich (1999)-248
                                    33                                                           < Brad Pitt*                Being John Malkovich (1999)-318
                                    33                                                           < Byrne Piven*              Being John Malkovich (1999)-387
                                    33                                                           < Cameron Diaz*             Being John Malkovich (1999)-455
                                    33                                                           < Carlos Jacott*            Being John Malkovich (1999)-522
                                    33                                                           < Catherine Keener*         Being John Malkovich (1999)-588
                                    33                                                           < Charlene Grimsley*        Being John Malkovich (1999)-653
                                    33                                                           < Charlie Sheen*            Being John Malkovich (1999)-717
                                    33                                                           < Chelsa Sjostrom*          Being John Malkovich (1999)-780
                                    33                                                           < Christine D. Coleman*     Being John Malkovich (1999)-842
                                    33                                                           < Christine Krejer*         Being John Malkovich (1999)-903
                                    33                                                           < Daniel Hansen*            Being John Malkovich (1999)-963
                                    33                                                           < David Fincher*            Being John Malkovich (1999)-1022
                                    33                                                           < David Wyler (I)*          Being John Malkovich (1999)-1080
                                    33                                                           < Denise Dabrowski*         Being John Malkovich (1999)-1137
                                    33                                                           < Dustin Hoffman*           Being John Malkovich (1999)-1193
                                    33                                                           < Eddie J. Low*             Being John Malkovich (1999)-1248
                                    33                                                           < Elizabeth Rivera*         Being John Malkovich (1999)-1302
                                    33                                                           < Eric Weinstein (I)*       Being John Malkovich (1999)-1355
                                    33                                                           < Erica Long*               Being John Malkovich (1999)-1407
                                    33                                                           < Flori Wyler*              Being John Malkovich (1999)-1458
                                    33                                                           < Gary Sinise*              Being John Malkovich (1999)-1508
                                    33                                                           < Gerald Emerick*           Being John Malkovich (1999)-1557
                                    33                                                           < Greg O'Neill*             Being John Malkovich (1999)-1605
                                    33                                                           < Gregory Sporleder*        Being John Malkovich (1999)-1652
                                    33                                                           < Isaac Hanson*             Being John Malkovich (1999)-1698
                                    33                                                           < Jacqueline Benoit*        Being John Malkovich (1999)-1743
                                    33                                                           < James Murray (XIII)*      Being John Malkovich (1999)-1787
                                    33                                                           > Jennifer Canzoneri        Being John Malkovich (1999)-1873
                                    34                                                           < Andy Dick*                Being John Malkovich (1999)-33
                                    34                                                           < Audrey Gelfund*           Being John Malkovich (1999)-106
                                    34                                                           < Bill M. Ryusaki*          Being John Malkovich (1999)-178
                                    34                                                           < Bill Wittman*             Being John Malkovich (1999)-249
                                    34                                                           < Brad Pitt*                Being John Malkovich (1999)-319
                                    34                                                           < Byrne Piven*              Being John Malkovich (1999)-388
                                    34                                                           < Cameron Diaz*             Being John Malkovich (1999)-456
                                    34                                                           < Carlos Jacott*            Being John Malkovich (1999)-523
                                    34                                                           < Catherine Keener*         Being John Malkovich (1999)-589
                                    34                                                           < Charlene Grimsley*        Being John Malkovich (1999)-654
                                    34                                                           < Charlie Sheen*            Being John Malkovich (1999)-718
                                    34                                                           < Chelsa Sjostrom*          Being John Malkovich (1999)-781
                                    34                                                           < Christine D. Coleman*     Being John Malkovich (1999)-843
                                    34                                                           < Christine Krejer*         Being John Malkovich (1999)-904
                                    34                                                           < Daniel Hansen*            Being John Malkovich (1999)-964
                                    34                                                           < David Fincher*            Being John Malkovich (1999)-1023
                                    34                                                           < David Wyler (I)*          Being John Malkovich (1999)-1081
                                    34                                                           < Denise Dabrowski*         Being John Malkovich (1999)-1138
                                    34                                                           < Dustin Hoffman*           Being John Malkovich (1999)-1194
                                    34                                                           < Eddie J. Low*             Being John Malkovich (1999)-1249
                                    34                                                           < Elizabeth Rivera*         Being John Malkovich (1999)-1303
                                    34                                                           < Eric Weinstein (I)*       Being John Malkovich (1999)-1356
                                    34                                                           < Erica Long*               Being John Malkovich (1999)-1408
                                    34                                                           < Flori Wyler*              Being John Malkovich (1999)-1459
                                    34                                                           < Gary Sinise*              Being John Malkovich (1999)-1509
                                    34                                                           < Gerald Emerick*           Being John Malkovich (1999)-1558
                                    34                                                           < Greg O'Neill*             Being John Malkovich (1999)-1606
                                    34                                                           < Gregory Sporleder*        Being John Malkovich (1999)-1653
                                    34                                                           < Isaac Hanson*             Being John Malkovich (1999)-1699
                                    34                                                           < Jacqueline Benoit*        Being John Malkovich (1999)-1744
                                    34                                                           < James Murray (XIII)*      Being John Malkovich (1999)-1788
                                    34                                                           < Jayne Hess*               Being John Malkovich (1999)-1831
                                    34                                                           > Jessica Neuberger         Being John Malkovich (1999)-1915
                                    35                                                           < Andy Dick*                Being John Malkovich (1999)-34
                                    35                                                           < Audrey Gelfund*           Being John Malkovich (1999)-107
                                    35                                                           < Bill M. Ryusaki*          Being John Malkovich (1999)-179
                                    35                                                           < Bill Wittman*             Being John Malkovich (1999)-250
                                    35                                                           < Brad Pitt*                Being John Malkovich (1999)-320
                                    35                                                           < Byrne Piven*              Being John Malkovich (1999)-389
                                    35                                                           < Cameron Diaz*             Being John Malkovich (1999)-457
                                    35                                                           < Carlos Jacott*            Being John Malkovich (1999)-524
                                    35                                                           < Catherine Keener*         Being John Malkovich (1999)-590
                                    35                                                           < Charlene Grimsley*        Being John Malkovich (1999)-655
                                    35                                                           < Charlie Sheen*            Being John Malkovich (1999)-719
                                    35                                                           < Chelsa Sjostrom*          Being John Malkovich (1999)-782
                                    35                                                           < Christine D. Coleman*     Being John Malkovich (1999)-844
                                    35                                                           < Christine Krejer*         Being John Malkovich (1999)-905
                                    35                                                           < Daniel Hansen*            Being John Malkovich (1999)-965
                                    35                                                           < David Fincher*            Being John Malkovich (1999)-1024
                                    35                                                           < David Wyler (I)*          Being John Malkovich (1999)-1082
                                    35                                                           < Denise Dabrowski*         Being John Malkovich (1999)-1139
                                    35                                                           < Dustin Hoffman*           Being John Malkovich (1999)-1195
                                    35                                                           < Eddie J. Low*             Being John Malkovich (1999)-1250
                                    35                                                           < Elizabeth Rivera*         Being John Malkovich (1999)-1304
                                    35                                                           < Eric Weinstein (I)*       Being John Malkovich (1999)-1357
                                    35                                                           < Erica Long*               Being John Malkovich (1999)-1409
                                    35                                                           < Flori Wyler*              Being John Malkovich (1999)-1460
                                    35                                                           < Gary Sinise*              Being John Malkovich (1999)-1510
                                    35                                                           < Gerald Emerick*           Being John Malkovich (1999)-1559
                                    35                                                           < Greg O'Neill*             Being John Malkovich (1999)-1607
                                    35                                                           < Gregory Sporleder*        Being John Malkovich (1999)-1654
                                    35                                                           < Isaac Hanson*             Being John Malkovich (1999)-1700
                                    35                                                           < Jacqueline Benoit*        Being John Malkovich (1999)-1745
                                    35                                                           < James Murray (XIII)*      Being John Malkovich (1999)-1789
                                    35                                                           < Jayne Hess*               Being John Malkovich (1999)-1832
                                    35                                                           < Jeanne Diehl*             Being John Malkovich (1999)-1874
                                    35                                                           > Jester Hairston           Being John Malkovich (1999)-1956
                                    36                                                           < Andy Dick*                Being John Malkovich (1999)-35
                                    36                                                           < Audrey Gelfund*           Being John Malkovich (1999)-108
                                    36                                                           < Bill M. Ryusaki*          Being John Malkovich (1999)-180
                                    36                                                           < Bill Wittman*             Being John Malkovich (1999)-251
                                    36                                                           < Brad Pitt*                Being John Malkovich (1999)-321
                                    36                                                           < Byrne Piven*              Being John Malkovich (1999)-390
                                    36                                                           < Cameron Diaz*             Being John Malkovich (1999)-458
                                    36                                                           < Carlos Jacott*            Being John Malkovich (1999)-525
                                    36                                                           < Catherine Keener*         Being John Malkovich (1999)-591
                                    36                                                           < Charlene Grimsley*        Being John Malkovich (1999)-656
                                    36                                                           < Charlie Sheen*            Being John Malkovich (1999)-720
                                    36                                                           < Chelsa Sjostrom*          Being John Malkovich (1999)-783
                                    36                                                           < Christine D. Coleman*     Being John Malkovich (1999)-845
                                    36                                                           < Christine Krejer*         Being John Malkovich (1999)-906
                                    36                                                           < Daniel Hansen*            Being John Malkovich (1999)-966
                                    36                                                           < David Fincher*            Being John Malkovich (1999)-1025
                                    36                                                           < David Wyler (I)*          Being John Malkovich (1999)-1083
                                    36                                                           < Denise Dabrowski*         Being John Malkovich (1999)-1140
                                    36                                                           < Dustin Hoffman*           Being John Malkovich (1999)-1196
                                    36                                                           < Eddie J. Low*             Being John Malkovich (1999)-1251
                                    36                                                           < Elizabeth Rivera*         Being John Malkovich (1999)-1305
                                    36                                                           < Eric Weinstein (I)*       Being John Malkovich (1999)-1358
                                    36                                                           < Erica Long*               Being John Malkovich (1999)-1410
                                    36                                                           < Flori Wyler*              Being John Malkovich (1999)-1461
                                    36                                                           < Gary Sinise*              Being John Malkovich (1999)-1511
                                    36                                                           < Gerald Emerick*           Being John Malkovich (1999)-1560
                                    36                                                           < Greg O'Neill*             Being John Malkovich (1999)-1608
                                    36                                                           < Gregory Sporleder*        Being John Malkovich (1999)-1655
                                    36                                                           < Isaac Hanson*             Being John Malkovich (1999)-1701
                                    36                                                           < Jacqueline Benoit*        Being John Malkovich (1999)-1746
                                    36                                                           < James Murray (XIII)*      Being John Malkovich (1999)-1790
                                    36                                                           < Jayne Hess*               Being John Malkovich (1999)-1833
                                    36                                                           < Jeanne Diehl*             Being John Malkovich (1999)-1875
                                    36                                                           < Jennifer Canzoneri*       Being John Malkovich (1999)-1916
                                    36                                                           > John Cusack               Being John Malkovich (1999)-1996
                                    37                                                           < Andy Dick*                Being John Malkovich (1999)-36
                                    37                                                           < Audrey Gelfund*           Being John Malkovich (1999)-109
                                    37                                                           < Bill M. Ryusaki*          Being John Malkovich (1999)-181
                                    37                                                           < Bill Wittman*             Being John Malkovich (1999)-252
                                    37                                                           < Brad Pitt*                Being John Malkovich (1999)-322
                                    37                                                           < Byrne Piven*              Being John Malkovich (1999)-391
                                    37                                                           < Cameron Diaz*             Being John Malkovich (1999)-459
                                    37                                                           < Carlos Jacott*            Being John Malkovich (1999)-526
                                    37                                                           < Catherine Keener*         Being John Malkovich (1999)-592
                                    37                                                           < Charlene Grimsley*        Being John Malkovich (1999)-657
                                    37                                                           < Charlie Sheen*            Being John Malkovich (1999)-721
                                    37                                                           < Chelsa Sjostrom*          Being John Malkovich (1999)-784
                                    37                                                           < Christine D. Coleman*     Being John Malkovich (1999)-846
                                    37                                                           < Christine Krejer*         Being John Malkovich (1999)-907
                                    37                                                           < Daniel Hansen*            Being John Malkovich (1999)-967
                                    37                                                           < David Fincher*            Being John Malkovich (1999)-1026
                                    37                                                           < David Wyler (I)*          Being John Malkovich (1999)-1084
                                    37                                                           < Denise Dabrowski*         Being John Malkovich (1999)-1141
                                    37                                                           < Dustin Hoffman*           Being John Malkovich (1999)-1197
                                    37                                                           < Eddie J. Low*             Being John Malkovich (1999)-1252
                                    37                                                           < Elizabeth Rivera*         Being John Malkovich (1999)-1306
                                    37                                                           < Eric Weinstein (I)*       Being John Malkovich (1999)-1359
                                    37                                                           < Erica Long*               Being John Malkovich (1999)-1411
                                    37                                                           < Flori Wyler*              Being John Malkovich (1999)-1462
                                    37                                                           < Gary Sinise*              Being John Malkovich (1999)-1512
                                    37                                                           < Gerald Emerick*           Being John Malkovich (1999)-1561
                                    37                                                           < Greg O'Neill*             Being John Malkovich (1999)-1609
                                    37                                                           < Gregory Sporleder*        Being John Malkovich (1999)-1656
                                    37                                                           < Isaac Hanson*             Being John Malkovich (1999)-1702
                                    37                                                           < Jacqueline Benoit*        Being John Malkovich (1999)-1747
                                    37                                                           < James Murray (XIII)*      Being John Malkovich (1999)-1791
                                    37                                                           < Jayne Hess*               Being John Malkovich (1999)-1834
                                    37                                                           < Jeanne Diehl*             Being John Malkovich (1999)-1876
                                    37                                                           < Jennifer Canzoneri*       Being John Malkovich (1999)-1917
                                    37                                                           < Jessica Neuberger*        Being John Malkovich (1999)-1957
                                    37                                                           > John Malkovich            Being John Malkovich (1999)-2035
                                    38                                                           < Alireza Shayegan          Cheshmane John Malkovich (2004)-6
                                    39                                                           > Amir Ashayeri             Cheshmane John Malkovich (2004)-1
                                    40                                                           > Aredeshir Monazzam        Cheshmane John Malkovich (2004)-13
                                    41                                                           < Alireza Shayegan*         Cheshmane John Malkovich (2004)-2
                                    41                                                           > Ata Emamian               Cheshmane John Malkovich (2004)-24
                                    42                                                           < Alireza Shayegan*         Cheshmane John Malkovich (2004)-3
                                    42                                                           < Amir Ashayeri*            Cheshmane John Malkovich (2004)-14
                                    42                                                           > Danial Hakimi             Cheshmane John Malkovich (2004)-34
